date,Open,High,Low,Volume,Close
7/5/2016 2:00,1400.719971,1403.77002,1373.430054,869900000,1373.859985
7/5/2016 3:00,1373.859985,1401.75,1361.089966,1152300000,1399.050049
7/5/2016 4:00,1399.050049,1411.650024,1373.930054,984500000,1381.52002
7/5/2016 5:00,1381.52002,1391.420044,1369.75,722600000,1378.02002
7/5/2016 6:00,1378.02002,1422.449951,1378.02002,844200000,1422.449951
7/5/2016 7:00,1422.439941,1434.48999,1415.5,960500000,1420.599976
7/5/2016 8:00,1420.599976,1448.810059,1420.599976,960100000,1448.810059
7/5/2016 9:00,1448.810059,1483.22998,1448.810059,1162400000,1477.26001
7/5/2016 10:00,1477.26001,1477.280029,1464.680054,838600000,1467.630005
7/5/2016 11:00,1467.630005,1471.359985,1454.73999,950100000,1457.839966
7/5/2016 12:00,1457.839966,1474.640015,1455.060059,854600000,1471.359985
7/5/2016 13:00,1471.359985,1475.650024,1456.48999,854300000,1461.670044
7/5/2016 14:00,1461.670044,1472.670044,1454.959961,786000000,1456.949951
7/5/2016 15:00,1456.949951,1462.930054,1445.98999,774100000,1446
7/5/2016 16:00,1446,1470.420044,1442.380005,935900000,1469.439941
7/5/2016 17:00,1469.439941,1483.619995,1467.709961,929700000,1470.540039
7/5/2016 18:00,1470.540039,1482.040039,1464.619995,1011400000,1478.72998
7/5/2016 19:00,1478.72998,1480.77002,1460.420044,1250800000,1464.459961
7/5/2016 20:00,1464.459961,1488.930054,1459.050049,921700000,1486
7/5/2016 21:00,1486,1487.319946,1470.180054,1031500000,1475.949951
7/5/2016 22:00,1475.949951,1482.189941,1468,1009600000,1479.130005
7/5/2016 23:00,1479.130005,1479.130005,1448.030029,1022700000,1452.180054
7/6/2016 0:00,1452.180054,1459.939941,1438.310059,847600000,1441.47998
7/6/2016 1:00,1441.47998,1459.660034,1441.47998,889000000,1455.310059
7/6/2016 2:00,1455.310059,1463.349976,1450.550049,1042500000,1450.550049
7/6/2016 3:00,1450.550049,1467.630005,1450.550049,1095100000,1454.819946
7/6/2016 4:00,1454.819946,1455.140015,1434.630005,1110900000,1442.390015
7/6/2016 5:00,1442.390015,1454.680054,1438.709961,1459700000,1454.599976
7/6/2016 6:00,1454.599976,1469.579956,1450.849976,451900000,1469.540039
7/6/2016 7:00,1469.540039,1469.540039,1442.449951,1019300000,1446.22998
7/6/2016 8:00,1446.22998,1461.650024,1439.560059,947300000,1456.670044
7/6/2016 9:00,1456.670044,1484.119995,1456.670044,931700000,1478.900024
7/6/2016 10:00,1478.900024,1486.560059,1474.76001,838700000,1475.619995
7/6/2016 11:00,1475.619995,1488.77002,1470.47998,980500000,1480.880005
7/6/2016 12:00,1480.880005,1497.689941,1480.880005,1001200000,1492.920044
7/6/2016 13:00,1492.920044,1501.390015,1489.650024,1026800000,1495.839966
7/6/2016 14:00,1495.839966,1509.98999,1494.560059,960600000,1509.97998
7/6/2016 15:00,1509.97998,1517.319946,1505.26001,906000000,1510.48999
7/6/2016 16:00,1510.48999,1510.48999,1491.349976,908300000,1493.73999
7/6/2016 17:00,1493.73999,1495.630005,1479.920044,909400000,1481.959961
7/6/2016 18:00,1481.959961,1501.920044,1481.959961,1064600000,1495.569946
7/6/2016 19:00,1495.569946,1495.569946,1477.910034,968300000,1480.189941
7/6/2016 20:00,1480.189941,1485.880005,1463.800049,880300000,1464.290039
7/6/2016 21:00,1464.290039,1476.22998,1464.290039,969400000,1474.469971
7/6/2016 22:00,1474.469971,1474.469971,1452.420044,1235800000,1452.420044
7/6/2016 23:00,1452.420044,1464.910034,1445.329956,1156400000,1449.619995
7/7/2016 0:00,1449.619995,1456.680054,1413.890015,980000000,1419.890015
7/7/2016 1:00,1419.890015,1437.650024,1418.709961,952600000,1430.829956
7/7/2016 2:00,1430.829956,1443.540039,1428.959961,938700000,1438.099976
7/7/2016 3:00,1438.099976,1451.589966,1433.48999,994500000,1438.699951
7/7/2016 4:00,1438.699951,1454.189941,1425.430054,1095600000,1452.560059
7/7/2016 5:00,1452.560059,1462.930054,1451.310059,956000000,1462.930054
7/7/2016 6:00,1462.930054,1480.800049,1460.719971,854800000,1479.319946
7/7/2016 7:00,1479.319946,1484.52002,1472.609985,992200000,1482.800049
7/7/2016 8:00,1482.800049,1490.329956,1471.160034,1054000000,1472.869995
7/7/2016 9:00,1472.869995,1475.150024,1459.890015,940800000,1460.25
7/7/2016 10:00,1460.25,1475.719971,1453.060059,835500000,1471.839966
7/7/2016 11:00,1471.839966,1491.640015,1468.560059,783800000,1491.560059
7/7/2016 12:00,1491.560059,1493.119995,1482.73999,895900000,1484.430054
7/7/2016 13:00,1484.430054,1496.089966,1475.73999,929800000,1479.849976
7/7/2016 14:00,1479.849976,1499.319946,1479.849976,922400000,1496.069946
7/7/2016 15:00,1496.069946,1499.469971,1488.98999,821400000,1491.719971
7/7/2016 16:00,1491.719971,1502.839966,1491.130005,731600000,1499.47998
7/7/2016 17:00,1499.47998,1508.449951,1497.420044,818800000,1498.130005
7/7/2016 18:00,1498.130005,1507.199951,1489.52002,871000000,1505.969971
7/7/2016 19:00,1505.969971,1511.160034,1501.25,837100000,1508.310059
7/7/2016 20:00,1508.310059,1513.469971,1505.089966,685600000,1506.449951
7/7/2016 21:00,1506.449951,1523.949951,1506.449951,733600000,1514.089966
7/7/2016 22:00,1514.089966,1514.810059,1505.459961,795600000,1509.839966
7/7/2016 23:00,1509.839966,1510.48999,1500.089966,818400000,1502.589966
7/8/2016 0:00,1502.589966,1525.209961,1502.589966,1056600000,1517.680054
7/8/2016 1:00,1517.680054,1530.089966,1515.530029,767700000,1520.77002
7/8/2016 2:00,1520.77002,1520.77002,1504.209961,838500000,1507.079956
7/8/2016 3:00,1507.079956,1512.609985,1492.119995,995100000,1492.25
7/8/2016 4:00,1492.25,1505.339966,1492.25,985500000,1502.51001
7/8/2016 5:00,1502.51001,1502.51001,1489.880005,961000000,1494.5
7/8/2016 6:00,1494.5,1506.76001,1483.01001,899300000,1489.26001
7/8/2016 7:00,1489.26001,1496.930054,1479.670044,991200000,1481.98999
7/8/2016 8:00,1481.98999,1487.449951,1473.609985,1068300000,1484.910034
7/8/2016 9:00,1484.910034,1494.160034,1476.72998,1014000000,1480.869995
7/8/2016 10:00,1480.869995,1480.959961,1460.219971,1268400000,1465.810059
7/8/2016 11:00,1465.810059,1467.77002,1441.920044,962500000,1444.51001
7/8/2016 12:00,1444.51001,1461.160034,1444.51001,1024900000,1459.900024
7/8/2016 13:00,1459.900024,1460.48999,1430.949951,1104000000,1451.339966
7/8/2016 14:00,1451.339966,1452.77002,1436.300049,1105400000,1449.050049
7/8/2016 15:00,1449.050049,1449.050049,1421.880005,1185500000,1448.719971
7/8/2016 16:00,1448.719971,1457.420044,1435.930054,982400000,1439.030029
7/8/2016 17:00,1439.030029,1448.040039,1425.25,1106600000,1427.209961
7/8/2016 18:00,1427.209961,1437.219971,1419.439941,1174700000,1426.569946
7/8/2016 19:00,1426.569946,1461.689941,1425.780029,1206200000,1458.290039
7/8/2016 20:00,1458.290039,1458.290039,1436.290039,1197100000,1436.51001
7/8/2016 21:00,1436.52002,1445.599976,1429.829956,1051200000,1436.22998
7/8/2016 22:00,1436.22998,1454.819946,1425.280029,1098100000,1426.459961
7/8/2016 23:00,1426.459961,1439.98999,1416.310059,1167400000,1434.319946
7/9/2016 0:00,1434.319946,1444.170044,1431.800049,1176100000,1436.280029
7/9/2016 1:00,1436.280029,1443.300049,1397.060059,1150100000,1408.98999
7/9/2016 2:00,1408.98999,1409.689941,1392.47998,716600000,1402.030029
7/9/2016 3:00,1402.030029,1408.829956,1383.849976,1044000000,1387.02002
7/9/2016 4:00,1387.02002,1387.02002,1349.670044,1387500000,1364.589966
7/9/2016 5:00,1364.589966,1374.930054,1328.060059,1388600000,1329.780029
7/9/2016 6:00,1329.780029,1374.170044,1327.079956,1223900000,1374.170044
7/9/2016 7:00,1374.170044,1379.47998,1365.060059,1005400000,1374.619995
7/9/2016 8:00,1374.619995,1380.98999,1342.339966,1161500000,1349.969971
7/9/2016 9:00,1349.969971,1356.650024,1305.790039,1441700000,1342.130005
7/9/2016 10:00,1342.130005,1389.930054,1342.130005,1297900000,1388.76001
7/9/2016 11:00,1388.76001,1408.469971,1382.189941,1177400000,1396.930054
7/9/2016 12:00,1396.930054,1406.959961,1387.75,1046800000,1395.780029
7/9/2016 13:00,1395.780029,1415.640015,1388.130005,1158600000,1398.130005
7/9/2016 14:00,1398.130005,1398.130005,1362.209961,1315600000,1364.900024
7/9/2016 15:00,1364.900024,1372.719971,1337.810059,1303800000,1364.439941
7/9/2016 16:00,1364.439941,1384.569946,1364.130005,1086300000,1379.579956
7/9/2016 17:00,1379.579956,1406.359985,1376.859985,1186500000,1398.660034
7/9/2016 18:00,1398.660034,1432.219971,1398.660034,1366400000,1429.400024
7/9/2016 19:00,1429.400024,1429.599976,1410.449951,1206800000,1421.219971
7/9/2016 20:00,1421.219971,1433.400024,1421.219971,1167700000,1428.319946
7/9/2016 21:00,1428.319946,1433.209961,1420.920044,997700000,1426.689941
7/9/2016 22:00,1428.76001,1438.459961,1427.719971,930900000,1432.189941
7/9/2016 23:00,1432.189941,1436.219971,1423.26001,880900000,1431.869995
7/10/2016 0:00,1431.869995,1437.280029,1408.780029,909300000,1409.280029
7/10/2016 1:00,1409.280029,1409.280029,1369.680054,1111000000,1400.140015
7/10/2016 2:00,1400.140015,1400.140015,1365.969971,962500000,1365.97998
7/10/2016 3:00,1365.97998,1365.97998,1328.619995,1129300000,1351.26001
7/10/2016 4:00,1351.26001,1390.060059,1351.26001,1118800000,1382.949951
7/10/2016 5:00,1382.949951,1395.959961,1374.75,1066800000,1389.810059
7/10/2016 6:00,1389.810059,1394.76001,1370.390015,956300000,1372.319946
7/10/2016 7:00,1372.319946,1384.849976,1355.550049,1070400000,1367.719971
7/10/2016 8:00,1367.719971,1367.719971,1341.670044,955800000,1342.619995
7/10/2016 9:00,1342.619995,1355.869995,1333.619995,1137100000,1347.349976
7/10/2016 10:00,1347.349976,1347.349976,1321.890015,963200000,1322.359985
7/10/2016 11:00,1322.359985,1343.829956,1322.359985,404870000,1341.77002
7/10/2016 12:00,1341.77002,1362.5,1341.77002,946100000,1348.969971
7/10/2016 13:00,1348.969971,1358.810059,1334.969971,1028200000,1336.089966
7/10/2016 14:00,1336.089966,1352.380005,1329.280029,402100000,1341.930054
7/10/2016 15:00,1341.910034,1341.910034,1294.900024,1186530000,1314.949951
7/10/2016 16:00,1314.949951,1334.670044,1307.02002,1195200000,1315.22998
7/10/2016 17:00,1315.180054,1332.060059,1310.22998,1103000000,1324.969971
7/10/2016 18:00,1324.969971,1376.560059,1324.969971,900300000,1376.540039
7/10/2016 19:00,1376.540039,1376.540039,1346.150024,1399300000,1351.459961
7/10/2016 20:00,1351.459961,1353.5,1339.26001,1128000000,1343.550049
7/10/2016 21:00,1343.550049,1380.329956,1343.550049,1358300000,1369.890015
7/10/2016 22:00,1369.890015,1389.050049,1364.140015,1202400000,1380.199951
7/10/2016 23:00,1380.199951,1380.27002,1370.27002,1083400000,1371.180054
7/11/2016 0:00,1371.180054,1385.819946,1358.47998,1195100000,1359.98999
7/11/2016 1:00,1359.98999,1359.98999,1340.47998,1061300000,1340.930054
7/11/2016 2:00,1340.930054,1340.930054,1305.380005,1561100000,1312.150024
7/11/2016 3:00,1312.150024,1332.319946,1312.150024,1189900000,1322.73999
7/11/2016 4:00,1322.959961,1346.439941,1305.199951,1324900000,1305.599976
7/11/2016 5:00,1305.599976,1305.599976,1261.160034,1421600000,1264.73999
7/11/2016 6:00,1264.73999,1285.310059,1254.069946,1449900000,1274.859985
7/11/2016 7:00,1274.859985,1305.969971,1274.859985,1087100000,1305.949951
7/11/2016 8:00,1305.969971,1315.939941,1301.640015,806500000,1315.189941
7/11/2016 9:00,1315.189941,1332.030029,1310.959961,1092700000,1328.920044
7/11/2016 10:00,1328.920044,1335.930054,1325.780029,1015300000,1334.219971
7/11/2016 11:00,1334.219971,1340.099976,1317.51001,1035500000,1320.280029
7/11/2016 12:00,1320.280029,1320.280029,1276.050049,1129400000,1283.27002
7/11/2016 13:00,1283.27002,1347.76001,1274.619995,1880700000,1347.560059
7/11/2016 14:00,1347.560059,1350.23999,1329.140015,2131000000,1333.339966
7/11/2016 15:00,1333.339966,1334.77002,1294.949951,1430800000,1298.349976
7/11/2016 16:00,1298.349976,1298.349976,1276.290039,1115500000,1295.859985
7/11/2016 17:00,1295.859985,1311.719971,1295.140015,1191300000,1300.800049
7/11/2016 18:00,1300.800049,1313.76001,1287.280029,1296500000,1313.27002
7/11/2016 19:00,1313.27002,1332.189941,1309.719971,1411200000,1326.819946
7/11/2016 20:00,1326.819946,1333.209961,1311.589966,1276000000,1318.550049
7/11/2016 21:00,1318.319946,1327.810059,1313.329956,1205700000,1326.650024
7/11/2016 22:00,1326.650024,1346.920044,1325.410034,1349100000,1329.469971
7/11/2016 23:00,1329.890015,1352.709961,1327.410034,1445000000,1347.969971
7/12/2016 0:00,1347.969971,1354.550049,1336.73999,1407800000,1342.540039
7/12/2016 1:00,1342.540039,1353.619995,1333.839966,1164000000,1342.900024
7/12/2016 2:00,1342.900024,1362.900024,1339.630005,1232600000,1360.400024
7/12/2016 3:00,1360.400024,1369.75,1357.280029,1309000000,1364.300049
7/12/2016 4:00,1364.300049,1367.349976,1354.630005,1258000000,1357.51001
7/12/2016 5:00,1357.51001,1357.51001,1342.75,1098000000,1354.949951
7/12/2016 6:00,1354.920044,1365.540039,1350.359985,1053100000,1364.170044
7/12/2016 7:00,1364.170044,1375.680054,1356.199951,1149800000,1373.72998
7/12/2016 8:00,1373.72998,1383.369995,1364.660034,1295300000,1366.01001
7/12/2016 9:00,1366.01001,1373.5,1359.339966,1118800000,1373.469971
7/12/2016 10:00,1373.469971,1376.380005,1348.719971,1048400000,1349.469971
7/12/2016 11:00,1349.469971,1354.560059,1344.47998,1013000000,1354.310059
7/12/2016 12:00,1354.310059,1363.550049,1350.040039,1059600000,1352.26001
7/12/2016 13:00,1352.26001,1352.26001,1334.26001,1158300000,1340.890015
7/12/2016 14:00,1341.099976,1350.319946,1332.420044,1107200000,1332.530029
7/12/2016 15:00,1332.530029,1332.530029,1309.97998,1075500000,1314.76001
7/12/2016 16:00,1314.76001,1330.959961,1313.640015,1039100000,1330.310059
7/12/2016 17:00,1330.310059,1336.619995,1317.51001,1075200000,1318.800049
7/12/2016 18:00,1318.800049,1320.72998,1304.719971,1150300000,1315.920044
7/12/2016 19:00,1315.920044,1331.290039,1315.920044,1153700000,1326.609985
7/12/2016 20:00,1326.609985,1326.609985,1293.180054,1257200000,1301.530029
7/12/2016 21:00,1301.530029,1307.160034,1278.439941,1112200000,1278.939941
7/12/2016 22:00,1278.939941,1282.969971,1253.160034,1208500000,1255.27002
7/12/2016 23:00,1255.27002,1259.939941,1228.329956,1365900000,1252.819946
7/13/2016 0:00,1252.819946,1252.819946,1215.439941,1231300000,1245.859985
7/13/2016 1:00,1245.859985,1267.689941,1241.709961,1130800000,1267.650024
7/13/2016 2:00,1267.650024,1272.76001,1252.26001,1114100000,1257.939941
7/13/2016 3:00,1257.939941,1263.469971,1229.650024,1225300000,1239.939941
7/13/2016 4:00,1239.939941,1241.359985,1214.5,1294900000,1241.22998
7/13/2016 5:00,1241.22998,1251.01001,1219.73999,1294000000,1234.180054
7/13/2016 6:00,1234.180054,1242.550049,1234.040039,929200000,1241.410034
7/13/2016 7:00,1241.410034,1267.420044,1241.410034,1091800000,1253.800049
7/13/2016 8:00,1253.800049,1263.859985,1253.800049,1132200000,1261.890015
7/13/2016 9:00,1261.890015,1266.5,1257.599976,1114100000,1264.73999
7/13/2016 10:00,1264.73999,1264.73999,1228.420044,1085900000,1233.420044
7/13/2016 11:00,1233.420044,1233.420044,1176.780029,1229000000,1180.160034
7/13/2016 12:00,1180.160034,1197.829956,1171.5,1360900000,1197.660034
7/13/2016 13:00,1197.660034,1197.660034,1155.349976,1397400000,1166.709961
7/13/2016 14:00,1166.709961,1182.040039,1166.709961,1259500000,1173.560059
7/13/2016 15:00,1173.560059,1173.560059,1148.640015,1543560000,1150.530029
7/13/2016 16:00,1150.530029,1173.5,1147.180054,1126200000,1170.810059
7/13/2016 17:00,1170.810059,1180.560059,1142.189941,1235900000,1142.619995
7/13/2016 18:00,1142.619995,1149.390015,1118.73999,1346300000,1122.140015
7/13/2016 19:00,1122.140015,1124.27002,1081.189941,1723950000,1117.579956
7/13/2016 20:00,1117.579956,1141.829956,1117.579956,1364900000,1139.829956
7/13/2016 21:00,1139.829956,1160.02002,1139.829956,1114000000,1152.689941
7/13/2016 22:00,1152.689941,1183.349976,1150.959961,1314200000,1182.170044
7/13/2016 23:00,1182.170044,1182.170044,1147.829956,1333400000,1153.290039
7/14/2016 0:00,1153.290039,1161.689941,1136.26001,1234500000,1147.949951
7/14/2016 1:00,1147.949951,1162.800049,1143.829956,1280800000,1160.329956
7/14/2016 2:00,1160.329956,1169.51001,1137.51001,1254900000,1145.869995
7/14/2016 3:00,1145.869995,1145.869995,1100.189941,1386100000,1106.459961
7/14/2016 4:00,1106.459961,1117.5,1091.98999,1425590000,1103.25
7/14/2016 5:00,1103.25,1151.469971,1103.25,1368000000,1151.439941
7/14/2016 6:00,1151.439941,1151.439941,1119.290039,1266800000,1128.430054
7/14/2016 7:00,1128.430054,1146.130005,1126.380005,1062800000,1137.589966
7/14/2016 8:00,1137.589966,1173.920044,1137.589966,1349600000,1168.380005
7/14/2016 9:00,1168.380005,1182.23999,1160.26001,1290300000,1165.890015
7/14/2016 10:00,1165.890015,1183.51001,1157.72998,1102000000,1183.5
7/14/2016 11:00,1183.5,1184.640015,1167.380005,913900000,1179.680054
7/14/2016 12:00,1179.680054,1192.25,1168.900024,1109600000,1191.810059
7/14/2016 13:00,1191.810059,1248.420044,1191.810059,1918900000,1238.160034
7/14/2016 14:00,1238.160034,1253.709961,1233.390015,1486800000,1253.689941
7/14/2016 15:00,1253.699951,1253.699951,1234.410034,1338700000,1242.97998
7/14/2016 16:00,1242.97998,1242.97998,1217.469971,1012600000,1224.359985
7/14/2016 17:00,1224.359985,1233.540039,1208.890015,1216500000,1209.469971
7/14/2016 18:00,1209.469971,1232.359985,1207.380005,1203600000,1228.75
7/14/2016 19:00,1228.75,1248.300049,1228.75,1345200000,1234.52002
7/14/2016 20:00,1234.52002,1253.069946,1234.52002,1091300000,1253.050049
7/14/2016 21:00,1253.050049,1269.300049,1243.98999,1266800000,1249.459961
7/14/2016 22:00,1249.459961,1266.469971,1243.550049,1181300000,1266.439941
7/14/2016 23:00,1266.439941,1272.930054,1257.699951,1342200000,1267.430054
7/15/2016 0:00,1267.430054,1267.430054,1239.880005,1137900000,1248.579956
7/15/2016 1:00,1248.579956,1267.51001,1232,1082100000,1266.609985
7/15/2016 2:00,1266.609985,1270,1259.189941,949000000,1263.51001
7/15/2016 3:00,1266.709961,1267.01001,1253,1006300000,1261.199951
7/15/2016 4:00,1261.199951,1261.650024,1247.829956,1132400000,1255.540039
7/15/2016 5:00,1255.540039,1268.140015,1254.560059,1056700000,1255.180054
7/15/2016 6:00,1255.180054,1259.839966,1240.790039,906200000,1245.670044
7/15/2016 7:00,1245.670044,1249.680054,1241.02002,858200000,1248.920044
7/15/2016 8:00,1248.920044,1257.449951,1245.359985,1071800000,1249.439941
7/15/2016 9:00,1249.439941,1286.390015,1243.02002,1405300000,1284.98999
7/15/2016 10:00,1284.98999,1296.47998,1282.650024,1355600000,1288.48999
7/15/2016 11:00,1288.48999,1292.060059,1281.150024,1130800000,1291.959961
7/15/2016 12:00,1291.959961,1312.949951,1287.869995,1174900000,1312.829956
7/15/2016 13:00,1312.829956,1315.930054,1306.890015,1260400000,1309.380005
7/15/2016 14:00,1309.380005,1309.380005,1288.699951,1134800000,1289.050049
7/15/2016 15:00,1289.050049,1295.040039,1281.219971,1100700000,1293.170044
7/15/2016 16:00,1293.170044,1293.170044,1276.420044,828100000,1277.890015
